embedding_index,title,year,authors,venue,issn,doi,subjects,work_id,embedding_id,embedding_run,embedding_preview,abstract
45,Rational methods in the theory of Lie algebras.,1935,"Jacobson, N.","Ann. of Math. (2) 36, 875-881 (1935).","1939-8980, 0003-486X",10.2307/1968593,,10.2307/1968593,5eb28cf8b870c017a1db037a832ada1f5d394fde,no_msc_clean,"[-0.1193, 0.0335, -0.0135, 0.0146, -0.0783, 0.0732, -0.0041, -0.0850, ...] dimension=384","Es werden \textit{Lie}-Algebren \(L\) betrachtet, die in eine assoziative Algebra \(A\) derart eingebettet sind, daß \([a, b] = ab - ba\) für \(a\), \(b\) aus \(L\) gilt. Dieser Sachverhalt liegt vor, wenn \(L\) eine \textit{Lie}-Algebra aus linearen Transformationen ist. Man darf ohne Einschränkung annehmen, daß keine echte Teilalgebra von \(A\) alle Elemente von \(L\) enthält. Es sei \(S\) das Radikal der \textit{Lie}-Algebra \(L\); \(L' = [L, L]\) sei die Kommutatoralgebra. Ferner sei \(N\) das Radikal der assoziativen Algebra \(A\). Dann wird gezeigt: Ist \(A\) halbeinfach, so ist \(L\) direkte Summe von \(S\) und \(L'\), und \(S\) ist eine Abelsche und \(L'\) eine halbeinfache \textit{Lie}-Algebra. Ist \(L\) auflösbar, so ist \(L'\) nilpotent und in \(N\) enthalten; die Restklassenalgebra \(A\) (mod \(N\)) ist dann kommutativ. Wendet man dies auf eine auflösbare \textit{Lie}-Algebra \(L\) aus linearen Transformationen an, und zerlegt man die einhüllende assoziative Algebra \(A\), die auch aus linearen Transformationen besteht, in irreduzible Bestandteile, so stellt jeder der irreduziblen Bestandteile die kommutative Algebra \(A\) (mod \(N\)) dar. Ist der zugrunde gelegte Körper algebraisch abgeschlossen, so hat also jeder irreduzible Bestandteil den Gradi; im allgemeinen Fall kann jeder irreduzible Bestandteil durch eine endliche Körpererweiterung vollständig in lineare Bestandteile zerlegt werden. Darin ist das \textit{Lie}sche Theorem enthalten. Ferner wird auf rationalem Wege die folgende Verallgemeinerung des \textit{Engel}schen Theorems bewiesen: Ist \(L\) eine \textit{Lie}-Algebra aus linearen Transformationen, die alle das charakteristische Polynom \(\lambda^n\) haben, so ist \(A\) eine nilpotente assoziative Algebra, \(L\) eine nilpotente \textit{Lie}-Algebra. Schließlich werden diese Ergebnisse durch Heranziehung der adjungierten Darstellung auf abstrakte \textit{Lie}-Algebren angewendet."
46,Quasitriangular quasi-Hopf algebras and a group closely connected to \(\text{Gal}(\overline{\mathbb Q}/\mathbb Q)\).,1990,"Drinfel'd, V. G.","Algebra Anal. 2, No. 4, 149-181 (1990).",,,"16T05, 16T20, 17B37",efd8a577ff7a982273b64aa29e9d2a8a08925217,fbe74d8c83df58c5e73e39d6df296cc7634615ab,no_msc_clean,"[-0.0780, -0.0348, 0.0232, 0.0007, -0.0660, 0.0293, 0.0553, -0.0535, ...] dimension=384","This paper is devoted to the proofs of some theorems on the structure of quasi-Hopf algebras, which were introduced before by author [Algebra Anal. 1, No. 6, 114-148 (1989; Zbl 0718.16033)]. A quasi-Hopf algebra differs from a Hopf algebra by the axiom of coassociativity which is substituted by the weaker condition: 
\[
(\mathrm{id}\otimes \Delta)(\Delta (a))=\Phi (\Delta \otimes \mathrm{id})(\Delta (a))\Phi^{-1},\quad a\in A,
\]
 where \(\Phi\) is an invertible element of \(A\otimes A\otimes A\), \(A\) is a quasi-Hopf algebra, \(\Delta\) is comultiplication. The author generalizes also to quasi-Hopf algebras the notion of quasi-triangular algebra, which was introduced by him before [Proc. Int. Congr. Math., Berkeley 1986, 798--20 (1987; Zbl 0667.16003)]. So that quasi-Hopf, quasi-triangular algebra is \((A,\Delta,\varepsilon,\Phi,R)\), where \(A\) is an algebra, \(\Delta\) is comultiplication, \(\varepsilon\) is a counit, \(\Phi\in A\otimes A\otimes A\), \(R\in A\otimes A\) are invertible elements. Let \(F\in A\otimes A\) be an invertible element such that \((\mathrm{id}\otimes \varepsilon)(F)=1=(\varepsilon \otimes \mathrm{id})(F)\) holds, then one defines \({\tilde \Delta}\), \({\tilde \Phi}\), \(\tilde R\) by the following formulas: 
\[
\tilde \Delta(a)=F\Delta(a)F^{-1},\quad {\tilde \Phi}=F^{23}(\mathrm{id}\otimes \Delta)(F)\cdot \Phi (\Delta \otimes \mathrm{id})(F^{-1})(F^{12})^{-1},\quad \tilde R=F^{21}R\cdot F^{-1}.
\]
 If \((A,\Delta,\varepsilon,\Phi,R)\) is a quasi-triangular quasi-Hopf algebra then it is said, that the quasi-triangular quasi-Hopf algebra \((A,{\tilde \Delta},\varepsilon,{\tilde\Phi},\tilde R)\) is got by twisting. The author considers quasi-triangular quasi-Hopf algebras, which are got by deformation on \(h\) from universal enveloping algebras. (These algebras he calls QUE-algebras.) Let \(\mathfrak g\) be a Lie algebra on \(\mathbb C[[h]]\). (\(\mathfrak g\) is a deformation of the Lie algebra \(\mathfrak g_ 0\) on \(\mathbb C\), wher..."
47,Quadri-algebras,2004,"Aguiar, Marcelo, Loday, Jean-Louis","J. Pure Appl. Algebra 191, No. 3, 205-221 (2004).","0022-4049, 1873-1376",10.1016/j.jpaa.2004.01.002,"17A30, 18D50",10.1016/j.jpaa.2004.01.002,945f3f94c5ba231810d27bc597591024204c7f7e,no_msc_clean,"[-0.0729, -0.0184, -0.0499, -0.0770, -0.2065, -0.0264, 0.0461, -0.0466, ...] dimension=384","The motivation of the paper under review comes from the theory of dendriform algebras. For a dendriform algebra \(D\) with operations \(\prec\) and \(\succ\) one can introduce a new operation by \(x\ast y= x\prec y + y\succ x\) which is associative. Hence \(D\) may be regarded as an associative algebra with operation \(\ast\) decomposed as the sum of two coherent operations. The authors introduce the notion of quadri-algebras. These are associative algebras for which the multiplication can be decomposed as the sum of four operations in a certain coherent manner. The paper contains several examples of quadri-algebras: the algebra of permutations, the shuffle algebra, tensor products of dendriform algebras. A pair of commuting Baxter operators on an associative algebra also gives rise to a canonical quadri-algebra structure on the underlying vector space. The main example in this direction is provided by the algebra \(\text{End}(A)\) of linear endomorphisms of an infinitesimal bialgebra \(A\) because this algebra carries a canonical pair of commuting Baxter operators. The authors also discuss commutative quadri-algebras and state some conjectures on the free quadri-algebra."
48,Program algebra over an algebra,2012,"Bancerek, Grzegorz","Formaliz. Math. 20, No. 4, 309-341 (2012).","1898-9934, 1426-2630",10.2478/v10037-012-0037-6,"08A70, 68Q65, 68N30, 03B35",10.2478/v10037-012-0037-6,4c54d08713618c3b169f3bc9d88e805818fdd28f,no_msc_clean,"[-0.0935, 0.0375, -0.0466, -0.0205, -0.0917, -0.0235, 0.0656, -0.0293, ...] dimension=384","Summary: We introduce an algebra with free variables, an algebra with undefined values, a program algebra over a term algebra, an algebra with integers, and an algebra with arrays. Program algebra is defined as universal algebra with assignments. Programs depend on the set of generators with supporting variables and supporting terms which determine the value of free variables in the next state. The execution of a program is changing state according to successor function using supporting terms."
49,Regularity of rational vertex operator algebras,1997,"Dong, Chongying, Li, Haisheng, Mason, Geoffrey","Adv. Math. 132, No. 1, 148-166 (1997).","0001-8708, 1090-2082",10.1006/aima.1997.1681,"17B69, 20D08, 11F22, 17B67, 17B68",10.1006/aima.1997.1681,ccf977da845825cddde08875bb981dfc9339e215,no_msc_clean,"[-0.0831, 0.0417, -0.0468, 0.0486, -0.0964, 0.0554, 0.0393, -0.0366, ...] dimension=384","A rational vertex operator algebra is a vertex operator algebra such that any admissible module is a direct sum of simple ordinary modules. A rational vertex operator algebra is called regular if any of its weak modules is a direct sum of simple ordinary modules. The authors give several sufficient conditions under which a rational vertex operator algebra is regular. In particular, they prove the regularity of the following vertex operator algebras: the moonshine module vertex operator algebra and the vertex operator algebras associated with positive definite even lattices, affine Kac-Moody algebras with certain rational levels and the Virasoro algebra with certain rational central charges, respectively."
50,"New generalizations of BCI, BCK and Hilbert algebras. II",2016,"Iorgulescu, Afrodita","J. Mult.-Val. Log. Soft Comput. 27, No. 4, 407-456 (2016).",,,06F35,ab5a910a6499fc53dfe3bb3298c5a19b38d35a12,bcf0e67b760eb022d08b28b1e574f20c3d78cb65,no_msc_clean,"[-0.0693, 0.0166, -0.0079, -0.0473, -0.1044, 0.0006, 0.0411, -0.0151, ...] dimension=384","Summary: Hilbert algebras are particular cases of BCK algebras, while BCK algebras are particular cases of BCI algebras.

 In Part I [the author, ibid. 27, No. 4, 353--406 (2016; Zbl 1394.06028)], starting with a list of properties of BCK algebras and with the algebras BCH, BCC, BZ, BE, pre-BCK, old generalizations of BCI algebras or of BCK algebras, we introduce new generalizations of BCI or of BCK algebras and, consequently, new generalizations of Hilbert algebras. Namely, we found thirty one new distinct generalizations of BCI or of BCK algebras and twenty new distinct generalizations of Hilbert algebras. We show the hierarchies existing between all these algebras, old or new ones.

 In Part II, we present 83 examples of proper finite algebras, at least one example of each of the 59 (= 7 (old) + 1 (Hilbert) + 31 + 20) old or new algebras."
51,\(\Gamma\)-conformal algebras,1998,"Golenishcheva-Kutuzova, Maria I., Kac, Victor G.","J. Math. Phys. 39, No. 4, 2290-2305 (1998).","1527-2427, 0022-2488, 1089-7658",10.1063/1.532289,"81R10, 17B65",10.1063/1.532289,2ec606478e0258fb9e2859457a3cc16c7d5a9b3c,no_msc_clean,"[-0.1628, -0.0886, -0.0328, 0.0726, -0.0856, 0.0130, 0.0776, 0.0001, ...] dimension=384","Summary: \(\Gamma\)-conformal algebra is an axiomatic description of the operator product expansion of chiral fields with simple poles at finitely many points. We classify these algebras and their representations in terms of Lie algebras and their representations with an action of the group \(\Gamma\). To every \(\Gamma\)-conformal algebra and a character of \(\Gamma\) we associate a Lie algebra generated by fields with the OPE with simple poles. Examples include twisted affine Kac-Moody algebras, the sin algebra (which is a ``\(\Gamma\)-conformal'' analogue of the general linear algebra) and its analogues, the algebra of pseudodifferential operators on the circle, etc."
52,The pro-\(p\)-Iwahori-Hecke algebra of a reductive \(p\)-adic group. II.,2014,"Vignéras, Marie-France","Münster J. Math. 7, No. 1, 363-379 (2014); erratum ibid. 9, No. 1, 119 (2016).",,,"22E50, 20C08",6827bf2540e55bc7a7d4d92d79580ab36aec54f5,81925a7602aa73ccb23e1e1f7ce2c50b429dd92f,no_msc_clean,"[-0.1245, 0.0436, -0.1044, 0.0320, 0.0720, 0.0202, 0.0305, 0.0080, ...] dimension=384","For any commutative ring \(R\) and any reductive \(p\)-adic group \(G\), the author describes the center of the pro-\(p\)-Iwahori-Hecke \(R\)-algebra of \(G\), and shows that the pro-\(p\)-Iwahori-Hecke algebra is a finitely generated module over its center and is a finitely generated \(R\)-algebra. When the ring \(R\) is noetherian, the center is a finitely generated \(R\)-algebra and the pro-\(p\)-Iwahori-Hecke \(R\)-algebra is noetherian. This generalizes results known only for split groups.


For Part I see [the authors, ``The pro-\(p\)-Iwahori-Hecke algebra of a reductive \(p\)-adic group'', Preprint (2013)]."
53,"Hausdorff series, Eulerian idempotents and Hopf algebras",1994,"Loday, Jean-Louis","Expo. Math. 12, No. 2, 165-178 (1994).",,,17B01,79088fd06ffcd91f05816cc5a123e86a35a98866,696a057f4832cd9742cdb357d40cdbb6afafcd5f,no_msc_clean,"[-0.1326, -0.0155, -0.0143, 0.0116, -0.0120, 0.0333, 0.0638, 0.0011, ...] dimension=384","Using systematically the convolution product in the free associative algebra (arising from its structure of enveloping algebra of the free Lie algebra), the author shows the link between the Hausdorff series, the canonical projections and the Eulerian idempotents. See also the reviewer's book [Free Lie algebras (Oxford Univ. Press, 1993; Zbl 0798.17001)], and \textit{F. Patras} [J. Algebra 170, No. 2, 547-566 (1994)]."
54,Some computations of Cartan invariants for finite groups of Lie type,1973,"Humphreys, J. E.","Commun. Pure Appl. Math. 26, 745-755 (1973).","0010-3640, 1097-0312",10.1002/cpa.3160260516,"20C20, 16Dxx, 16S10, 20F40",10.1002/cpa.3160260516,c88d70af0eda54aa6cfbe5834b4a5d18ce03f99b,no_msc_clean,"[-0.0829, -0.0194, -0.0090, 0.0264, -0.0306, -0.0209, 0.0544, -0.0545, ...] dimension=384","Let \(K\) be an algebraically closed field of prime characteristic \(p\). A finite-dimensional associative algebra over \(K\) is a direct sum of indecomposable left ideals, called principal indecomposable moduli (PIM's). The Cartan invariants of the algebra, by definition, are the multiplicities with which the composition factors of the various PIM's occur. Using the close connection between the group algebra of a finite Chevalley group over \(K\) and the restricted universal enveloping algebra of the associated Lie algebra, the Cartan \(p\)-invariants for the group algebras \(K\Gamma\), where \(\Gamma = \text{SL}(3,5)\) and \(\Gamma = \text{Spin}(5,3)\) are obtained."
55,"Leibniz algebras, Courant algebroids, and multiplications on reductive homogeneous spaces",2001,"Kinyon, Michael K., Weinstein, Alan","Am. J. Math. 123, No. 3, 525-550 (2001).","0002-9327, 1080-6377",10.1353/ajm.2001.0017,"17A32, 53C30",10.1353/ajm.2001.0017,0837d157bf15bf80cc3885974057e70a56cc99e6,no_msc_clean,"[-0.1321, -0.0453, -0.0283, -0.0445, -0.1704, 0.0136, 0.0371, -0.0753, ...] dimension=384","Recall that in \textit{K. Yamaguti} [J. Sci. Hiroshima Univ., Ser. A 21, 155-160 (1958; Zbl 0084.18404)] an algebraic description of Nomizu's affine connections with parallel torsion and curvature was given in terms of a bilinear and a trilinear operation on a vector space, called a Lie-Yamaguti algebra in the paper under review. Furthermore, J.-L. Loday has defined a left Leibniz algebra as vector space \({\mathbf g}\) together with a bilinear operation \([\;,\;]\) which satisfies the (left) derivation property 
\[
[x,[y,z]]= [[x,y],z]+ [y,[x,z]],
\]
 although the bracket \([\;,\;]\) is not necessarily skew-symmetric [\textit{J.-L. Loday} and \textit{T. Pirashvili}, Math. Ann. 296, 139-158 (1993; Zbl 0821.17022)]. The main result of the paper under review is that the skew-symmetrization of every Leibniz algebra 
\[
[[x,y]]= \tfrac 12 ([x,y]- [y,x])
\]
 can be extended to a Lie-Yamaguti structure, which can then be realized as the projection of a Lie bracket onto a reductive complement of a subalgebra. 


A key construction of the paper is the hemisemidirect product of a Lie algebra \({\mathbf h}\) and an \({\mathbf h}\)-module \(V\). Let \(E={\mathbf h}\times V\) and define a binary operation \(\cdot\) on \(E\) via 
\[
(\xi,x)\cdot (\eta,y)= ([\xi,\eta], x y).
\]
 Then \((E,\cdot)\) is a left Leibniz algebra with \({\mathbf h}\)-equivariant projection \(\pi:E\to{\mathbf h}\). From the above construction, the authors define an enveloping Lie algebra of any Leibniz algebra \((E,\cdot)\) as a triple \(({\mathbf g},{\mathbf h},f)\), where \({\mathbf h}\) is a Lie algebra which acts on \(E\) via (left) derivations, and \(f:E\to{\mathbf h}\) is an \({\mathbf h}\)-equivariant projection that factors through the left multiplication map \(\lambda:E\to \text{Der}(E)\). Above \({\mathbf g}={\mathbf h}\times E\) is the semidirect product Lie algebra, where \(E\) is given the zero bracket. The notion of an enveloping Lie algebra of a Leibniz algebra is not the same as Loday'..."
56,\(p\)-deformation,2022,"Hilger, Stefan","Differ. Equ. Appl. 14, No. 2, 363-377 (2022).","1848-9605, 1847-120X",10.7153/dea-2022-14-26,"17B37, 16S30, 17B35, 39A13",10.7153/dea-2022-14-26,ff5e8c733c6c71b489a121848048fb34f3d6cf61,no_msc_clean,"[-0.1043, 0.0411, 0.0004, 0.0109, -0.0990, 0.0150, 0.0149, 0.0012, ...] dimension=384","Summary: In this article we introduce the so called \(p\)-deformed algebra \(\mathcal{V}\). The notion of \(p\)-deformation is connected to the well-known \(q\)-deformation by the simple relation \(p = \frac{q^2+q^{-2}}{2}\). Thus the \(p\)-deformed algebra \(\mathcal{V}\) will have representations in terms of \(q\)-difference operators. There are isomorphisms of \(\mathcal{V}\) to the \(q\)-deformed Weyl algebra \(\mathcal{W}\) and to the well known algebra \(\mathcal{U} = \mathcal{U}_q\), the \(q\)-deformation of the universal enveloping algebra \(U_q(\mathfrak{sl}(2))\), extended by an involution. It turns out that the presentation of the \(p\)-deformed algebra \(\mathcal{V}\) is more symmetric than the ones of its \(q\) counterparts. Especially the limit \(p\to\pm1\) can be performed in a direct and quite consistent manner. For \(p^2 = 1\) the \(p\)-deformed algebra contains copies of the classical Weyl algebra, the Lie superalgebra \(\mathfrak{osp}(1|2)\) and the Lie algebra \(\mathfrak{sl}(2)\). Finally we will see that the \(p\)-deformed algebra \(\mathcal{V}\) contains a ``squared copy'' of itself."
57,Quantum groups at roots of 1,1990,"Lusztig, George","Geom. Dedicata 35, No. 1-3, 89-114 (1990).","1572-9168, 0046-5755",10.1007/bf00147341,"17B37, 16T20, 20F36",10.1007/bf00147341,3e3ac2413039720649cedc3a7316abfadb840c9b,no_msc_clean,"[-0.1407, 0.0469, -0.0322, 0.0520, -0.1384, 0.0070, 0.0094, -0.0451, ...] dimension=384","The quantized deformation \(U\) of an enveloping algebra corresponding to the Cartan matrix of a Lie algebra is considered as a \({\mathbb{Q}}(v)\)-algebra. \({\mathbb{Q}}\) denotes the field of rationals and \(v\) is the quantum parameter. A subalgebra is defined as a \(Z[v,v^{-1}]\)-module. The author obtains a braid group action on \(U\) and describes a \({\mathbb{Q}}(v)\)-basis of \(U\). The question of a \(Z[v,v^{-1}]\)-basis of the subalgebra is reduced to rank two and solved explicitly in that case. In the last part \(v\) is assumed to be an \(\ell\)-th root of unity, \(\ell\) odd and in some cases not divisible by 3. A surjective Hopf algebra homomorphism is constructed mapping the quantum algebra onto the ordinary enveloping algebra, the kernel is a finite-dimensional Hopf algebra. 


For some details in proof and an enlarged understanding the interested reader is referred to the author's paper [J. Am. Math. Soc. 3, No. 1, 257--296 (1990; Zbl 0695.16006)]."
58,Operations on continuous bundles of \(C^*\)-algebras,1995,"Kirchberg, Eberhard, Wassermann, Simon","Math. Ann. 303, No. 4, 677-697 (1995).","0025-5831, 1432-1807",10.1007/bf01461011,"46L45, 46M20, 46L99",10.1007/bf01461011,44ff098e2565428db616cc62bf4656cffe4be45b,no_msc_clean,"[-0.0635, -0.0424, -0.0190, -0.0042, -0.0103, 0.0919, 0.0450, 0.0115, ...] dimension=384","We give examples of separable continuous \(C^*\)-algebra bundles \({\mathcal A}_1\), \({\mathcal A}_2\) over \(\widehat{\mathbb{N}}\) and separable \(C^*\)- algebras \(B\), \(C\) such that the fibrewise minimal \(C^*\)-algebra tensor product \({\mathcal A}_1\otimes_{\min} B\) and the fibrewise maximal \(C^*\)-algebra tensor product \({\mathcal A}_2\otimes_{\max} C\) are not continuous \(C^*\)-bundles. It follows that \({\mathcal A}_1\) is not a subbundle of a trivial bundle. We also prove the general results


(i) that a \(C^*\)-algebra \(A\) is exact (respectively nuclear) if and only if for every continuous bundle of \(C^*\)-algebras the fibrewise minimal (respectively maximal) \(C^*\)-algebra tensor product with \(A\) is a continuous bundle of \(C^*\)-algebras and


(ii) that a continuous \(C^*\)-algebra bundle \(\mathcal A\) with exact fibre algebras has exact bundle algebra if and only if its fibrewise minimal tensor product with any fixed \(C^*\)-algebra is continuous."
59,Cross products by braided groups and bosonization,1994,"Majid, Shahn","J. Algebra 163, No. 1, 165-190 (1994).","0021-8693, 1090-266X",10.1006/jabr.1994.1011,"16W30, 17B37, 17A70, 18D10, 17B81",10.1006/jabr.1994.1011,6c8124da67db306167bd6749b94994801c2d6a34,no_msc_clean,"[-0.1057, -0.0330, -0.0566, -0.0456, -0.0839, 0.0195, 0.0467, -0.0315, ...] dimension=384","The author continues the study of certain algebraic structures living in braided monoidal (or quasitensor) categories. [See also the author's survey paper, in Advances in Hopf algebras, 55-105 (1994; Zbl 0812.18004).]


Let \(H\) be a cocommutative Hopf algebra and \(B\) a Hopf algebra which is a left \(H\)-module bialgebra. For these data a cross product Hopf algebra \(B\rtimes H\) can be defined (Molnar, 1977). The author obtains two generalizations of this result:


1) a braided variant where \(H\) is a braided cocommutative Hopf algebra (braided group) and \(B\) is a (quasitriangular) Hopf algebra and both live in an arbitrary quasitensor category;


2) a bosonization construction which turns any Hopf algebra \(B\) in the braided category \(_H{\mathcal M}\) of modules over a quasitriangular Hopf algebra \(H\) into the ordinary Hopf algebra \(\text{bos}(B)=B\rtimes H\). (The origin of this term stems from physics where \(\mathbb{Z}_2\)-graded algebras etc. are called `fermionic' while ordinary ungraded ones are called `bosonic'.)


Earlier the author defined in some sense an adjoint procedure of transmutation which turns an ordinary Hopf algebra with quasitriangular Hopf algebra maps into a Hopf algebra in the category \(_H{\mathcal M}\). This allows the author to obtain the bosonization theorem from the braided variant of Molnar's theorem.


Using the notion of quantum braided group (or quasitriangular Hopf algebra in a braided category), introduced by the author, it is possible to consider both these theorems as special cases of a braided variant of the bosonization theorem [cf. the reviewer, ``Crossed modules and quantum groups in braided categories I, II'', preprints ITP-94-21E, ITP-94-38E, Kiev]."
60,Cyclic homology of algebras with one generator,1991,The Buenos Aires Cyclic Homology Group,"\(K\)-Theory 5, No. 1, 51-69 (1991).","0920-3036, 1573-0514",10.1007/bf00538879,"13D03, 18G60",10.1007/bf00538879,f302fb6e60eb900148028a647f0e41c32e7c31c9,no_msc_clean,"[-0.0602, 0.1511, -0.0392, -0.0085, -0.1076, -0.0153, 0.0383, -0.0748, ...] dimension=384",The authors compute the cyclic homology of \(A=k[X]/\langle X^ n\rangle\) for an arbitrary commutative ring \(k\). This is applied to compute the cyclic homology of \(k[X]/\langle f\rangle\) when \(k\) is a field and \(f\) is an arbitrary polynomial.
61,The Munich project CIP. Volume II: The program transformation system CIP- S,1987,"CIP System Group, Bauer, F. L.","Lecture Notes in Computer Science, 292. Berlin etc.: Springer-Verlag. VIII, 522 p.; DM 66.00 (1987).",,,"68-02, 68N01",558662e5e446ea5c7d862e5d40e099adae772a4b,f0277e51089504d8cca26fb13236b6b812c6f27f,no_msc_clean,"[-0.0892, 0.0691, -0.0339, -0.1156, -0.0605, -0.0161, 0.0391, 0.0805, ...] dimension=384","The book is the second of two volumes that present the main results emerged from the Munich project CIP on program development by transformations. Volume I was devoted to the description and formal specification of the language CIP-L tailored to needs of transformational programming [The Munich project CIP. Volume I: The wide spectrum language CIP-L (Lect. Notes Comput. Sci. 183) (1985; Zbl 0572.68010)]. 


This book contains the description, formal specification and transformational development of the system CIP-S which is a support environment for the considered programming methodology. 


Part I is an introduction with a certain insight into general questions concerning ideas behind the system. In part II the logical calculus underlying the transformation system has been presented. Part III contains a formal specification of system functions. Part IV demonstrates (for selected functions) how running programs can be derived from the specifications by means of transformations. Part V is a collection of the transformations used in Part IV. The last part is intended for giving the main hints on how to extend the system to the full CIP-L language. 


The book can be characterized as a very large, nontrivial exercise in transformational programming methodology and from this point of view it may be of great value also for those readers who are not directly interested in the CIP system."
62,The Munich project CIP. Volume I: The wide spectrum language CIP-L,1985,CIP Language Group,"Lecture Notes in Computer Science, 183. Berlin etc.: Springer-Verlag. XI, 275 p. DM 36.50 (1985).",,,"68-02, 68N01",e0ecb574d4d56b658849b3101184a49b9f92f6ed,de8f326ef3e7a0a7a2208def1ce129596c8e4129,no_msc_clean,"[-0.0638, 0.0886, -0.0235, -0.1091, -0.1165, -0.0195, 0.0110, 0.0796, ...] dimension=384","Program construction can be seen as an evolutionary process, starting from some formal problem specification and going through a series of more and more detailed versions until a sufficiently efficient effective program is obtained. Accordingly this process comprises the steps of requirement engineering, specification of the problem, transition to algorithmic formulation, transformation in machine-oriented versions, final optimization. Application of formal rules and techniques based on transformations to this development process and its machine-assistance are investigated in the Munich project CIP. 


The book under review gives the description and formal definition of a language, which was designated to support such an approach. The book is divided into four parts. Part 0 contains a general introduction to transformational programming and to the project CIP in particular. In Part I, the various constructs of the language are introduced together with examples of their place in program development. Parts II and III then give a description of the language in a systematic way. 


Due to many new ideas and aspects, clarity and understandability of the exposition, this book would be very useful not only for CIP-interested readers, but also for anyone who has to deal with programming and specification languages in general."
63,On the lattice of subgroups of finite groups,1951,"Suzuki, Michio","Trans. Am. Math. Soc. 70, 345-371 (1951).","1088-6850, 0002-9947",10.2307/1990375,,10.2307/1990375,da609724bd5a97dcb16559860f3f3f91f8d109bb,no_msc_clean,"[-0.0527, -0.0104, 0.0633, 0.0157, 0.0552, 0.0053, 0.0985, -0.0259, ...] dimension=384","Let G be a group.We shall denote by L(G) the lattice formed by all subgroups of G. Two groups G and H are said to be lattice-isomorphic, or in short P-isomorphic, when their lattices L(G) and L(H) are isomorphic to each other.In this case the isomorphism from L(G) onto L(H) is called the L-isomorphism from G onto H.If G and H are isomorphic as groups, then G is clearly P-isomorphic to H.The converse of this statement is not always true.So the question arises: To what extent is a group determined by its lattice of subgroups?This paper is concerned with this question.The content of this paper is as follows.In §1 we give some lemmas on groups or on lattices of subgroups.Some of these lemmas are known (cf.Ore [7]('), Iwasawa [5], and Jones [6]), others are given in generalized forms or with new demonstrations, and they are arranged so as to facilitate the following study.In §2 we consider the number of types of groups P-isomorphic to a given group G, and prove that this number is finite if L(G) has no chain as its direct component.In §3 we determine the structure of groups P-isomorphic to a ¿>-group(2).In §4 we consider the image 4>(S) of a £-Sylow subgroup S of a group G by an P-isomorphism <j> from G onto a group H, and treat the case when <p(S) is not a />-Sylow subgroup of H.In §5 we deal with the similar problem for the image of normal subgroups by an P-isomorphism.After these considerations we prove that groups P-isomorphic to a solvable group are solvable, too, and that a group G P-isomorphic to a perfect group H is also a perfect group with the same order as H and that, in this case, the modular lattice formed by all normal subgroups of G and H are isomorphic to each other.Moreover, we prove in §6 that a simple group G is isomorphic to a group H if and only if L(GXG) is isomorphic to L(HXH).The two remaining sections 7 and 8 are devoted to the study of dualisms in the sense of Baer [2].In these sections the structures of general nilpotent (finite solvable) gr..."
64,Foundations for group decision analysis,2013,"Keeney, Ralph L.","Decis. Anal. 10, No. 2, 103-120 (2013).","1545-8490, 1545-8504",10.1287/deca.2013.0265,"91B10, 91A80, 91B06",10.1287/deca.2013.0265,dab50e984bac68bb1b703d8291dda54fb590fd2c,no_msc_clean,"[-0.0293, 0.0437, 0.0251, -0.0100, 0.0658, -0.0065, 0.0991, 0.0373, ...] dimension=384","Summary: This paper derives a general prescriptive model for group decision analysis based on a set of logical and operational assumptions analogous to those for individual decision analysis. The approach accounts for each group member's potentially different frames of their common decision, including different events and different consequences of concern. Assuming that each group member accepts the decision analysis assumptions to evaluate his or her analysis of what the group should do and that the group accepts an analogous set of decision analysis assumptions for the group's decision, it is proven that the group expected utility for an alternative should be a weighted sum of the individual member's expected utilities for the alternatives. After each group member does his or her decision analysis of the group's alternatives, the essence of the group decision analysis is to specify the weights based on the interpersonal comparison of utilities and on the relative importance or power of each individual in the group."
65,On the Hamming distance properties of group codes,1992,"Forney, G. David jun.","IEEE Trans. Inf. Theory 38, No. 6, 1797-1801 (1992).","1557-9654, 0018-9448",10.1109/18.165454,94B05,10.1109/18.165454,be7170887540f13f02a5c39000eb5a60fc069cf1,no_msc_clean,"[-0.0247, 0.0333, -0.0588, -0.0191, -0.0486, 0.0131, -0.0330, -0.0595, ...] dimension=384","Summary: Under certain mild conditions, the minimum Hamming distance \(D\) of an \((N,K,D)\) group code \(C\) over a non-Abelian group \(G\) is bounded by \(D\leq N-2K+2\) if \(K\leq N/2\), and is equal to 1 if \(K>N/2\). Consequently there exists no \((N,K,N-K+1)\) group code \(C\) over a non-Abelian group \(G\) if \(1<K<N\). Moreover, any normal code \(C\) with a non-Abelian output space has minimum Hamming distance equal to \(D=1\). These results follows from the fact that non-Abelian groups have nontrivial commutator subgroups. Finally, if \(C\) is an \((N,K,D)\) group code over an Abelian group \(G\) that is not elementary Abelian, then there exists an \((N,K,D)\) group code over a smaller elementary Abelian group \(G'\). Thus, a group code over a general group \(G\) cannot have better parameters than a conventional linear code over a field of the same size as \(G\)."
